state_and_capital,geo_zone,item,date,average_price
Kogi,North Central,Small Cylinder (5KG),2020-12-01,1847.61731632019
Kogi,North Central,Small Cylinder (5KG),2021-01-01,1758.5714285714287
Kogi,North Central,Small Cylinder (5KG),2021-02-01,1775
Kogi,North Central,Small Cylinder (5KG),2021-03-01,1848.5685760625843
Kogi,North Central,Small Cylinder (5KG),2021-04-01,1925
Kogi,North Central,Small Cylinder (5KG),2021-05-01,2000
Kogi,North Central,Small Cylinder (5KG),2021-06-01,2075
Kogi,North Central,Small Cylinder (5KG),2021-07-01,2025
Kogi,North Central,Small Cylinder (5KG),2021-08-01,2165
Kogi,North Central,Small Cylinder (5KG),2021-09-01,2691.6666666666665
Kogi,North Central,Small Cylinder (5KG),2021-10-01,2875
Kogi,North Central,Small Cylinder (5KG),2021-11-01,3342.8571428571427
Kogi,North Central,Small Cylinder (5KG),2021-12-01,3837.5
Kogi,North Central,Small Cylinder (5KG),2022-01-01,3856.6874999999995
Kogi,North Central,Small Cylinder (5KG),2022-02-01,3886.66666666667
Kogi,North Central,Small Cylinder (5KG),2022-03-01,3805.5555555555557
Kogi,North Central,Small Cylinder (5KG),2022-04-01,3775
Kogi,North Central,Small Cylinder (5KG),2022-05-01,3933.33333333333
Kogi,North Central,Small Cylinder (5KG),2022-06-01,4414.285714285715
Kogi,North Central,Small Cylinder (5KG),2022-07-01,4560
Kogi,North Central,Small Cylinder (5KG),2022-08-01,4583.33333333333
Kogi,North Central,Small Cylinder (5KG),2022-09-01,4591.66666666667
Kogi,North Central,Small Cylinder (5KG),2022-10-01,4595
Kogi,North Central,Small Cylinder (5KG),2022-11-01,4660
Kogi,North Central,Small Cylinder (5KG),2022-12-01,4760
Kogi,North Central,Small Cylinder (5KG),2023-01-23,4785
Kogi,North Central,Small Cylinder (5KG),2023-02-23,4740
Kogi,North Central,Small Cylinder (5KG),2023-03-23,4862.5
Kogi,North Central,Small Cylinder (5KG),2023-04-23,4900.12
Kogi,North Central,Small Cylinder (5KG),2023-05-23,4866.6
Kogi,North Central,Small Cylinder (5KG),2023-06-23,4595.670157341
Kwara,North Central,Small Cylinder (5KG),2019-01-01,1900
Kwara,North Central,Small Cylinder (5KG),2019-02-01,1933.33333333333
Kwara,North Central,Small Cylinder (5KG),2019-03-01,1916.6666666666652
Kwara,North Central,Small Cylinder (5KG),2019-04-01,1933.3333333333333
Kwara,North Central,Small Cylinder (5KG),2019-05-01,1980
Kwara,North Central,Small Cylinder (5KG),2019-06-01,1880
Kwara,North Central,Small Cylinder (5KG),2019-07-01,1900
Kwara,North Central,Small Cylinder (5KG),2019-08-01,1870
Kwara,North Central,Small Cylinder (5KG),2019-09-01,1900
Kwara,North Central,Small Cylinder (5KG),2019-10-01,1810
Kwara,North Central,Small Cylinder (5KG),2019-11-01,1800
Kwara,North Central,Small Cylinder (5KG),2019-12-01,1901.1025717775215
Kwara,North Central,Small Cylinder (5KG),2020-01-01,1875
Kwara,North Central,Small Cylinder (5KG),2020-02-01,1890.9969052162148
Kwara,North Central,Small Cylinder (5KG),2020-03-01,1837.5
Kwara,North Central,Small Cylinder (5KG),2020-04-01,1782.5
Kwara,North Central,Small Cylinder (5KG),2020-05-01,1670
Kwara,North Central,Small Cylinder (5KG),2020-06-01,1784.87743730337
Kwara,North Central,Small Cylinder (5KG),2020-07-01,1737.5
Kwara,North Central,Small Cylinder (5KG),2020-08-01,1795.4414087428916
Kwara,North Central,Small Cylinder (5KG),2020-09-01,1814.1506302040186
Kwara,North Central,Small Cylinder (5KG),2020-10-01,1807.1740812846622
Kwara,North Central,Small Cylinder (5KG),2020-11-01,1833.33333333333
Kwara,North Central,Small Cylinder (5KG),2020-12-01,1801.6160506813032
Kwara,North Central,Small Cylinder (5KG),2021-01-01,1786.6666666666667
Kwara,North Central,Small Cylinder (5KG),2021-02-01,1920
Kwara,North Central,Small Cylinder (5KG),2021-03-01,1987.5
Kwara,North Central,Small Cylinder (5KG),2021-04-01,1950
Kwara,North Central,Small Cylinder (5KG),2021-05-01,1960
Kwara,North Central,Small Cylinder (5KG),2021-06-01,1940
Kwara,North Central,Small Cylinder (5KG),2021-07-01,2040
Kwara,North Central,Small Cylinder (5KG),2021-08-01,2480
Kwara,North Central,Small Cylinder (5KG),2021-09-01,2600.8333333333335
Kwara,North Central,Small Cylinder (5KG),2021-10-01,3025
Kwara,North Central,Small Cylinder (5KG),2021-11-01,3070
Kwara,North Central,Small Cylinder (5KG),2021-12-01,3620
Kwara,North Central,Small Cylinder (5KG),2022-01-01,3638.0999999999995
Kwara,North Central,Small Cylinder (5KG),2022-02-01,3662.5
Kwara,North Central,Small Cylinder (5KG),2022-03-01,3721.75200380347
Kwara,North Central,Small Cylinder (5KG),2022-04-01,3930
Kwara,North Central,Small Cylinder (5KG),2022-05-01,4031.66666666667
Kwara,North Central,Small Cylinder (5KG),2022-06-01,4375
Kwara,North Central,Small Cylinder (5KG),2022-07-01,4625
Kwara,North Central,Small Cylinder (5KG),2022-08-01,4725
Kwara,North Central,Small Cylinder (5KG),2022-09-01,4950
Kwara,North Central,Small Cylinder (5KG),2022-10-01,4955
Kwara,North Central,Small Cylinder (5KG),2022-11-01,4963.33333333333
Kwara,North Central,Small Cylinder (5KG),2022-12-01,4950
Kwara,North Central,Small Cylinder (5KG),2023-01-23,4962.5
Kwara,North Central,Small Cylinder (5KG),2023-02-23,4962.85714285714
Kwara,North Central,Small Cylinder (5KG),2023-03-23,4962.87
Kwara,North Central,Small Cylinder (5KG),2023-04-23,5000
Kwara,North Central,Small Cylinder (5KG),2023-05-23,4900
Kwara,North Central,Small Cylinder (5KG),2023-06-23,4750
Lagos,South West,Small Cylinder (5KG),2019-01-01,1894.7368421052631
Lagos,South West,Small Cylinder (5KG),2019-02-01,1901.1764705882354
Lagos,South West,Small Cylinder (5KG),2019-03-01,1899.47368421053
Lagos,South West,Small Cylinder (5KG),2019-04-01,1898.462332301343
Lagos,South West,Small Cylinder (5KG),2019-05-01,1966.66666666667
Lagos,South West,Small Cylinder (5KG),2019-06-01,1912.1031991744082
Lagos,South West,Small Cylinder (5KG),2019-07-01,1947.0588235294117
Lagos,South West,Small Cylinder (5KG),2019-08-01,1898.51
Lagos,South West,Small Cylinder (5KG),2019-09-01,1790
Lagos,South West,Small Cylinder (5KG),2019-10-01,1829.52474100052
Lagos,South West,Small Cylinder (5KG),2019-11-01,1815.909090909091
Lagos,South West,Small Cylinder (5KG),2019-12-01,1927.61904761905
Lagos,South West,Small Cylinder (5KG),2020-01-01,1876.31578947368
Lagos,South West,Small Cylinder (5KG),2020-02-01,1830.5555555555557
Lagos,South West,Small Cylinder (5KG),2020-03-01,1873.3333333333333
Lagos,South West,Small Cylinder (5KG),2020-04-01,1842.857142857143
Lagos,South West,Small Cylinder (5KG),2020-05-01,1875.1154888912115
Lagos,South West,Small Cylinder (5KG),2020-06-01,1820
Lagos,South West,Small Cylinder (5KG),2020-07-01,1760
Lagos,South West,Small Cylinder (5KG),2020-08-01,1725
Lagos,South West,Small Cylinder (5KG),2020-09-01,1802.75081259886
Lagos,South West,Small Cylinder (5KG),2020-10-01,1830.833446791495
Lagos,South West,Small Cylinder (5KG),2020-11-01,1741.5
Lagos,South West,Small Cylinder (5KG),2020-12-01,1768
Lagos,South West,Small Cylinder (5KG),2021-01-01,1800.36842105263
Lagos,South West,Small Cylinder (5KG),2021-02-01,1997.2222222222222
Lagos,South West,Small Cylinder (5KG),2021-03-01,2082.2727272727275
Lagos,South West,Small Cylinder (5KG),2021-04-01,1934.49856314334
Lagos,South West,Small Cylinder (5KG),2021-05-01,1841.9327551724123
Lagos,South West,Small Cylinder (5KG),2021-06-01,1839.1941780968687
Lagos,South West,Small Cylinder (5KG),2021-07-01,1840.8028009547963
Lagos,South West,Small Cylinder (5KG),2021-08-01,1847.7015212349334
Lagos,South West,Small Cylinder (5KG),2021-09-01,1858.312334187364
Lagos,South West,Small Cylinder (5KG),2021-10-01,2004.54545454545
Lagos,South West,Small Cylinder (5KG),2021-11-01,3435.5555555555557
Lagos,South West,Small Cylinder (5KG),2021-12-01,3909.5238095238096
Lagos,South West,Small Cylinder (5KG),2022-01-01,3929.0714285714284
Lagos,South West,Small Cylinder (5KG),2022-02-01,3980
Lagos,South West,Small Cylinder (5KG),2022-03-01,4041.17647058824
Lagos,South West,Small Cylinder (5KG),2022-04-01,3982.35294117647
Lagos,South West,Small Cylinder (5KG),2022-05-01,3950
Lagos,South West,Small Cylinder (5KG),2022-06-01,4252.777777777777
Lagos,South West,Small Cylinder (5KG),2022-07-01,4600.33333333333
Lagos,South West,Small Cylinder (5KG),2022-08-01,4782.5
Lagos,South West,Small Cylinder (5KG),2022-09-01,4786.66666666667
Lagos,South West,Small Cylinder (5KG),2022-10-01,4852.941176470588
Lagos,South West,Small Cylinder (5KG),2022-11-01,4860.25
Lagos,South West,Small Cylinder (5KG),2022-12-01,4856.25
Lagos,South West,Small Cylinder (5KG),2023-01-23,4860.55555555556
Lagos,South West,Small Cylinder (5KG),2023-02-23,4884.11764705882
Lagos,South West,Small Cylinder (5KG),2023-03-23,4884.13
Lagos,South West,Small Cylinder (5KG),2023-04-23,4900
Lagos,South West,Small Cylinder (5KG),2023-05-23,4558.82352941176
Lagos,South West,Small Cylinder (5KG),2023-06-23,4296.42857142857
Nasarawa,North Central,Small Cylinder (5KG),2019-01-01,2133.33333333333
Nasarawa,North Central,Small Cylinder (5KG),2019-02-01,2133.3333333333335
Nasarawa,North Central,Small Cylinder (5KG),2019-03-01,2100
Nasarawa,North Central,Small Cylinder (5KG),2019-04-01,1980
Nasarawa,North Central,Small Cylinder (5KG),2019-05-01,2142.8571428571427
Nasarawa,North Central,Small Cylinder (5KG),2019-06-01,2133.33333333333
Nasarawa,North Central,Small Cylinder (5KG),2019-07-01,2066.6666666666665
Nasarawa,North Central,Small Cylinder (5KG),2019-08-01,2071.42
Nasarawa,North Central,Small Cylinder (5KG),2019-09-01,2060
Nasarawa,North Central,Small Cylinder (5KG),2019-10-01,2142.8571428571427
Nasarawa,North Central,Small Cylinder (5KG),2019-11-01,1986.66666666667
Nasarawa,North Central,Small Cylinder (5KG),2019-12-01,2016.6666666666667
Nasarawa,North Central,Small Cylinder (5KG),2020-01-01,2066.6666666666665
Nasarawa,North Central,Small Cylinder (5KG),2020-02-01,2150
Nasarawa,North Central,Small Cylinder (5KG),2020-03-01,2207.14285714286
Nasarawa,North Central,Small Cylinder (5KG),2020-04-01,2137.5
Nasarawa,North Central,Small Cylinder (5KG),2020-05-01,2097.5933477349226
Nasarawa,North Central,Small Cylinder (5KG),2020-06-01,2093.864804042893
Nasarawa,North Central,Small Cylinder (5KG),2020-07-01,2042.857142857143
Nasarawa,North Central,Small Cylinder (5KG),2020-08-01,2040
Nasarawa,North Central,Small Cylinder (5KG),2020-09-01,2025
Nasarawa,North Central,Small Cylinder (5KG),2020-10-01,2021.4285714285713
Nasarawa,North Central,Small Cylinder (5KG),2020-11-01,1978.5714285714287
Nasarawa,North Central,Small Cylinder (5KG),2020-12-01,1966.6666666666667
Nasarawa,North Central,Small Cylinder (5KG),2021-01-01,1940
Nasarawa,North Central,Small Cylinder (5KG),2021-02-01,2117.1428571428573
Nasarawa,North Central,Small Cylinder (5KG),2021-03-01,2141.6666666666665
Nasarawa,North Central,Small Cylinder (5KG),2021-04-01,2166.6666666666665
Nasarawa,North Central,Small Cylinder (5KG),2021-05-01,2260
Nasarawa,North Central,Small Cylinder (5KG),2021-06-01,2241.6666666666665
Nasarawa,North Central,Small Cylinder (5KG),2021-07-01,2300
Nasarawa,North Central,Small Cylinder (5KG),2021-08-01,2143.75
Nasarawa,North Central,Small Cylinder (5KG),2021-09-01,2260
Nasarawa,North Central,Small Cylinder (5KG),2021-10-01,2640
Nasarawa,North Central,Small Cylinder (5KG),2021-11-01,3060
Nasarawa,North Central,Small Cylinder (5KG),2021-12-01,3706
Nasarawa,North Central,Small Cylinder (5KG),2022-01-01,3724.5299999999997
Nasarawa,North Central,Small Cylinder (5KG),2022-02-01,3805.71428571429
Nasarawa,North Central,Small Cylinder (5KG),2022-03-01,3800
Nasarawa,North Central,Small Cylinder (5KG),2022-04-01,3333.3333333333335
Nasarawa,North Central,Small Cylinder (5KG),2022-05-01,3566.6666666666665
Nasarawa,North Central,Small Cylinder (5KG),2022-06-01,4100
Nasarawa,North Central,Small Cylinder (5KG),2022-07-01,4320
Nasarawa,North Central,Small Cylinder (5KG),2022-08-01,4416.66666666667
Nasarawa,North Central,Small Cylinder (5KG),2022-09-01,4492.85714285714
Nasarawa,North Central,Small Cylinder (5KG),2022-10-01,4537.5
Nasarawa,North Central,Small Cylinder (5KG),2022-11-01,4650
Nasarawa,North Central,Small Cylinder (5KG),2022-12-01,4660
Nasarawa,North Central,Small Cylinder (5KG),2023-01-23,4670
Nasarawa,North Central,Small Cylinder (5KG),2023-02-23,4681.25
Nasarawa,North Central,Small Cylinder (5KG),2023-03-23,4675
Nasarawa,North Central,Small Cylinder (5KG),2023-04-23,4680.25
Nasarawa,North Central,Small Cylinder (5KG),2023-05-23,3800
Nasarawa,North Central,Small Cylinder (5KG),2023-06-23,3364.62
Niger,North Central,Small Cylinder (5KG),2019-01-01,2014.2857142857142
Niger,North Central,Small Cylinder (5KG),2019-02-01,2200
Niger,North Central,Small Cylinder (5KG),2019-03-01,2033.3333333333333
Niger,North Central,Small Cylinder (5KG),2019-04-01,2000
Niger,North Central,Small Cylinder (5KG),2019-05-01,2220
Niger,North Central,Small Cylinder (5KG),2019-06-01,2136
Niger,North Central,Small Cylinder (5KG),2019-07-01,2120
Niger,North Central,Small Cylinder (5KG),2019-08-01,2097.5
Niger,North Central,Small Cylinder (5KG),2019-09-01,1966.6666666666667
Niger,North Central,Small Cylinder (5KG),2019-10-01,2025.50811449826
Niger,North Central,Small Cylinder (5KG),2019-11-01,2150
Niger,North Central,Small Cylinder (5KG),2019-12-01,2200
Niger,North Central,Small Cylinder (5KG),2020-01-01,2210
Niger,North Central,Small Cylinder (5KG),2020-02-01,2111.5317807526726
Niger,North Central,Small Cylinder (5KG),2020-03-01,2138.33333333333
Niger,North Central,Small Cylinder (5KG),2020-04-01,2150
Niger,North Central,Small Cylinder (5KG),2020-05-01,2250
Niger,North Central,Small Cylinder (5KG),2020-06-01,2333.3333333333335
Niger,North Central,Small Cylinder (5KG),2020-07-01,2308.33333333333
Niger,North Central,Small Cylinder (5KG),2020-08-01,2333.33333333333
Niger,North Central,Small Cylinder (5KG),2020-09-01,2278.57252159814
Niger,North Central,Small Cylinder (5KG),2020-10-01,2205.4625949375336
Niger,North Central,Small Cylinder (5KG),2020-11-01,2200
Niger,North Central,Small Cylinder (5KG),2020-12-01,2166.6666666666665
Niger,North Central,Small Cylinder (5KG),2021-01-01,2125
Niger,North Central,Small Cylinder (5KG),2021-02-01,2225
Niger,North Central,Small Cylinder (5KG),2021-03-01,2225.0233017126975
Niger,North Central,Small Cylinder (5KG),2021-04-01,2060
Niger,North Central,Small Cylinder (5KG),2021-05-01,1950
Niger,North Central,Small Cylinder (5KG),2021-06-01,2025
Niger,North Central,Small Cylinder (5KG),2021-07-01,2308.3333333333335
Niger,North Central,Small Cylinder (5KG),2021-08-01,2172.285573439033
Niger,North Central,Small Cylinder (5KG),2021-09-01,2358.3333333333335
Niger,North Central,Small Cylinder (5KG),2021-10-01,2750
Niger,North Central,Small Cylinder (5KG),2021-11-01,3266.6666666666665
Niger,North Central,Small Cylinder (5KG),2021-12-01,3875
Niger,North Central,Small Cylinder (5KG),2022-01-01,4125
Niger,North Central,Small Cylinder (5KG),2022-02-01,4150
Niger,North Central,Small Cylinder (5KG),2022-03-01,4163.33333333333
Niger,North Central,Small Cylinder (5KG),2022-04-01,4147.5
Niger,North Central,Small Cylinder (5KG),2022-05-01,4200
Niger,North Central,Small Cylinder (5KG),2022-06-01,4540
Niger,North Central,Small Cylinder (5KG),2022-07-01,4620
Niger,North Central,Small Cylinder (5KG),2022-08-01,4712.5
Niger,North Central,Small Cylinder (5KG),2022-09-01,4941.66666666667
Niger,North Central,Small Cylinder (5KG),2022-10-01,4950
Niger,North Central,Small Cylinder (5KG),2022-11-01,4983.33333333333
Niger,North Central,Small Cylinder (5KG),2022-12-01,4916.666666666667
Niger,North Central,Small Cylinder (5KG),2023-01-23,4927.5
Niger,North Central,Small Cylinder (5KG),2023-02-23,4907.5
Niger,North Central,Small Cylinder (5KG),2023-03-23,4907.51
Niger,North Central,Small Cylinder (5KG),2023-04-23,4910
Niger,North Central,Small Cylinder (5KG),2023-05-23,4840
Niger,North Central,Small Cylinder (5KG),2023-06-23,4691.16
Ogun,South West,Small Cylinder (5KG),2019-01-01,1700
Ogun,South West,Small Cylinder (5KG),2019-02-01,1841.6666666666667
Ogun,South West,Small Cylinder (5KG),2019-03-01,1860
Ogun,South West,Small Cylinder (5KG),2019-04-01,1800.5555555555557
Ogun,South West,Small Cylinder (5KG),2019-05-01,1855.55555555556
Ogun,South West,Small Cylinder (5KG),2019-06-01,1811.5555555555566
Ogun,South West,Small Cylinder (5KG),2019-07-01,1875
Ogun,South West,Small Cylinder (5KG),2019-08-01,1843.2777777777783
Ogun,South West,Small Cylinder (5KG),2019-09-01,1882.9647510337334
Ogun,South West,Small Cylinder (5KG),2019-10-01,1882.9647510337334
Ogun,South West,Small Cylinder (5KG),2019-11-01,1750
Ogun,South West,Small Cylinder (5KG),2019-12-01,1830
Ogun,South West,Small Cylinder (5KG),2020-01-01,1881.25
Ogun,South West,Small Cylinder (5KG),2020-02-01,1845.4545454545455
Ogun,South West,Small Cylinder (5KG),2020-03-01,1808.57142857143
Ogun,South West,Small Cylinder (5KG),2020-04-01,1838.5069298758285
Ogun,South West,Small Cylinder (5KG),2020-05-01,1841.7054218365654
Ogun,South West,Small Cylinder (5KG),2020-06-01,1840.5559211385196
Ogun,South West,Small Cylinder (5KG),2020-07-01,1842.9934724357902
Ogun,South West,Small Cylinder (5KG),2020-08-01,1842.9934724357902
Ogun,South West,Small Cylinder (5KG),2020-09-01,1840.3273972455954
Ogun,South West,Small Cylinder (5KG),2020-10-01,1784.44444444444
Ogun,South West,Small Cylinder (5KG),2020-11-01,1832.7354134402722
Ogun,South West,Small Cylinder (5KG),2020-12-01,1850
Ogun,South West,Small Cylinder (5KG),2021-01-01,1790
Ogun,South West,Small Cylinder (5KG),2021-02-01,1985.6363636363637
Ogun,South West,Small Cylinder (5KG),2021-03-01,1922.2222222222222
Ogun,South West,Small Cylinder (5KG),2021-04-01,2028.18181818182
Ogun,South West,Small Cylinder (5KG),2021-05-01,2054.5454545454545
Ogun,South West,Small Cylinder (5KG),2021-06-01,2090
Ogun,South West,Small Cylinder (5KG),2021-07-01,1902.6264957848368
Ogun,South West,Small Cylinder (5KG),2021-08-01,1907.6821629046783
Ogun,South West,Small Cylinder (5KG),2021-09-01,2579.1666666666665
Ogun,South West,Small Cylinder (5KG),2021-10-01,2888.8888888888887
Ogun,South West,Small Cylinder (5KG),2021-11-01,3288.181818181818
Ogun,South West,Small Cylinder (5KG),2021-12-01,3550
Ogun,South West,Small Cylinder (5KG),2022-01-01,3567.7499999999995
Ogun,South West,Small Cylinder (5KG),2022-02-01,3605
Ogun,South West,Small Cylinder (5KG),2022-03-01,3655
Ogun,South West,Small Cylinder (5KG),2022-04-01,3500
Ogun,South West,Small Cylinder (5KG),2022-05-01,3450
Ogun,South West,Small Cylinder (5KG),2022-06-01,3964.285714285714
Ogun,South West,Small Cylinder (5KG),2022-07-01,4125
Ogun,South West,Small Cylinder (5KG),2022-08-01,4057.1428571428573
Ogun,South West,Small Cylinder (5KG),2022-09-01,4154.16666666667
Ogun,South West,Small Cylinder (5KG),2022-10-01,4205.55555555556
Ogun,South West,Small Cylinder (5KG),2022-11-01,4325
Ogun,South West,Small Cylinder (5KG),2022-12-01,4330
Ogun,South West,Small Cylinder (5KG),2023-01-23,4360
Ogun,South West,Small Cylinder (5KG),2023-02-23,4380.76923076923
Ogun,South West,Small Cylinder (5KG),2023-03-23,4380.78
Ogun,South West,Small Cylinder (5KG),2023-04-23,4400
Ogun,South West,Small Cylinder (5KG),2023-05-23,3869.230769230769
Ogun,South West,Small Cylinder (5KG),2023-06-23,3657
Ondo,South West,Small Cylinder (5KG),2019-01-01,1741.66666666667
Ondo,South West,Small Cylinder (5KG),2019-02-01,1843.3333333333333
Ondo,South West,Small Cylinder (5KG),2019-03-01,1786.3636363636363
Ondo,South West,Small Cylinder (5KG),2019-04-01,1823.07692307692
Ondo,South West,Small Cylinder (5KG),2019-05-01,1897.9166666666667
Ondo,South West,Small Cylinder (5KG),2019-06-01,1835.7857420357411
Ondo,South West,Small Cylinder (5KG),2019-07-01,1928.5714285714287
Ondo,South West,Small Cylinder (5KG),2019-08-01,1881.8488829320602
Ondo,South West,Small Cylinder (5KG),2019-09-01,1865.0796697929093
Ondo,South West,Small Cylinder (5KG),2019-10-01,1865.0796697929075
Ondo,South West,Small Cylinder (5KG),2019-11-01,1848.5760782783527
Ondo,South West,Small Cylinder (5KG),2019-12-01,1816.6666666666667
Ondo,South West,Small Cylinder (5KG),2020-01-01,1895.45454545455
Ondo,South West,Small Cylinder (5KG),2020-02-01,1856.9202660566411
Ondo,South West,Small Cylinder (5KG),2020-03-01,1868.75
Ondo,South West,Small Cylinder (5KG),2020-04-01,1865.0514447013238
Ondo,South West,Small Cylinder (5KG),2020-05-01,1868.5926411364092
Ondo,South West,Small Cylinder (5KG),2020-06-01,1866.1695209139293
Ondo,South West,Small Cylinder (5KG),2020-07-01,1868.7240878929547
Ondo,South West,Small Cylinder (5KG),2020-08-01,1868.7240878929579
Ondo,South West,Small Cylinder (5KG),2020-09-01,1862.7347138632103
Ondo,South West,Small Cylinder (5KG),2020-10-01,1800
Ondo,South West,Small Cylinder (5KG),2020-11-01,1798.33333333333
Ondo,South West,Small Cylinder (5KG),2020-12-01,1761.53846153846
Ondo,South West,Small Cylinder (5KG),2021-01-01,1826.07142857143
Ondo,South West,Small Cylinder (5KG),2021-02-01,1846.4285714285713
Ondo,South West,Small Cylinder (5KG),2021-03-01,1950
Ondo,South West,Small Cylinder (5KG),2021-04-01,1847.9624231905884
Ondo,South West,Small Cylinder (5KG),2021-05-01,1846.5454259062933
Ondo,South West,Small Cylinder (5KG),2021-06-01,1844.7199425881363
Ondo,South West,Small Cylinder (5KG),2021-07-01,1842.94364554493
Ondo,South West,Small Cylinder (5KG),2021-08-01,1840.8113975907497
Ondo,South West,Small Cylinder (5KG),2021-09-01,2558.3333333333335
Ondo,South West,Small Cylinder (5KG),2021-10-01,3038.8888888888887
Ondo,South West,Small Cylinder (5KG),2021-11-01,3817.1875
Ondo,South West,Small Cylinder (5KG),2021-12-01,3639.285714285714
Ondo,South West,Small Cylinder (5KG),2022-01-01,3657.482142857142
Ondo,South West,Small Cylinder (5KG),2022-02-01,3667.14285714286
Ondo,South West,Small Cylinder (5KG),2022-03-01,3732.14285714286
Ondo,South West,Small Cylinder (5KG),2022-04-01,3528.5714285714284
Ondo,South West,Small Cylinder (5KG),2022-05-01,3480.769230769231
Ondo,South West,Small Cylinder (5KG),2022-06-01,3932.1428571428573
Ondo,South West,Small Cylinder (5KG),2022-07-01,4161.538461538462
Ondo,South West,Small Cylinder (5KG),2022-08-01,4189.33333333333
Ondo,South West,Small Cylinder (5KG),2022-09-01,4197.14285714286
Ondo,South West,Small Cylinder (5KG),2022-10-01,4271.76470588235
Ondo,South West,Small Cylinder (5KG),2022-11-01,4273.57142857143
Ondo,South West,Small Cylinder (5KG),2022-12-01,4391.53846153846
Ondo,South West,Small Cylinder (5KG),2023-01-23,4398.33333333333
Ondo,South West,Small Cylinder (5KG),2023-02-23,4399.625
Ondo,South West,Small Cylinder (5KG),2023-03-23,4399.65
Ondo,South West,Small Cylinder (5KG),2023-04-23,4400.15
Ondo,South West,Small Cylinder (5KG),2023-05-23,3795.8333333333335
Ondo,South West,Small Cylinder (5KG),2023-06-23,3287.8571428571427
Osun,South West,Small Cylinder (5KG),2019-01-01,1703.5714285714287
Osun,South West,Small Cylinder (5KG),2019-02-01,1811.111111111111
Osun,South West,Small Cylinder (5KG),2019-03-01,1785.2941176470588
Osun,South West,Small Cylinder (5KG),2019-04-01,1766.6588857765328
Osun,South West,Small Cylinder (5KG),2019-05-01,1784.28571428571
Osun,South West,Small Cylinder (5KG),2019-06-01,1778.746239236434
Osun,South West,Small Cylinder (5KG),2019-07-01,1776.563613099559
Osun,South West,Small Cylinder (5KG),2019-08-01,1694.44
Osun,South West,Small Cylinder (5KG),2019-09-01,1711.45578537161
Osun,South West,Small Cylinder (5KG),2019-10-01,1802.9038531675735
Osun,South West,Small Cylinder (5KG),2019-11-01,1865
Osun,South West,Small Cylinder (5KG),2019-12-01,1843.75
Osun,South West,Small Cylinder (5KG),2020-01-01,1869.28571428571
Osun,South West,Small Cylinder (5KG),2020-02-01,1790.0519874172164
Osun,South West,Small Cylinder (5KG),2020-03-01,1765
Osun,South West,Small Cylinder (5KG),2020-04-01,1786.6052308571402
Osun,South West,Small Cylinder (5KG),2020-05-01,1788.2775568079373
Osun,South West,Small Cylinder (5KG),2020-06-01,1788.6106131951783
Osun,South West,Small Cylinder (5KG),2020-07-01,1789.4351094969654
Osun,South West,Small Cylinder (5KG),2020-08-01,1789.435109496967
Osun,South West,Small Cylinder (5KG),2020-09-01,1798.6694845503118
Osun,South West,Small Cylinder (5KG),2020-10-01,1737.5
Osun,South West,Small Cylinder (5KG),2020-11-01,1683.75
Osun,South West,Small Cylinder (5KG),2020-12-01,1713.5
Osun,South West,Small Cylinder (5KG),2021-01-01,1718.1818181818182
Osun,South West,Small Cylinder (5KG),2021-02-01,2007.6923076923076
Osun,South West,Small Cylinder (5KG),2021-03-01,2000
Osun,South West,Small Cylinder (5KG),2021-04-01,2049.33333333333
Osun,South West,Small Cylinder (5KG),2021-05-01,1970
Osun,South West,Small Cylinder (5KG),2021-06-01,2033.3333333333333
Osun,South West,Small Cylinder (5KG),2021-07-01,1852.6617016063308
Osun,South West,Small Cylinder (5KG),2021-08-01,2370
Osun,South West,Small Cylinder (5KG),2021-09-01,1902.0510572103815
Osun,South West,Small Cylinder (5KG),2021-10-01,2320.83333333333
Osun,South West,Small Cylinder (5KG),2021-11-01,3387.5
Osun,South West,Small Cylinder (5KG),2021-12-01,3820.8333333333335
Osun,South West,Small Cylinder (5KG),2022-01-01,3839.9374999999995
Osun,South West,Small Cylinder (5KG),2022-02-01,3905.71428571429
Osun,South West,Small Cylinder (5KG),2022-03-01,3985.71428571429
Osun,South West,Small Cylinder (5KG),2022-04-01,3637.5
Osun,South West,Small Cylinder (5KG),2022-05-01,3625
Osun,South West,Small Cylinder (5KG),2022-06-01,4166.666666666667
Osun,South West,Small Cylinder (5KG),2022-07-01,4215
Osun,South West,Small Cylinder (5KG),2022-08-01,4304.61538461538
Osun,South West,Small Cylinder (5KG),2022-09-01,4246.15384615385
Osun,South West,Small Cylinder (5KG),2022-10-01,4261.53846153846
Osun,South West,Small Cylinder (5KG),2022-11-01,4380.76923076923
Osun,South West,Small Cylinder (5KG),2022-12-01,4390.90909090909
Osun,South West,Small Cylinder (5KG),2023-01-23,4395
Osun,South West,Small Cylinder (5KG),2023-02-23,4399.09090909091
Osun,South West,Small Cylinder (5KG),2023-03-23,4399.1
Osun,South West,Small Cylinder (5KG),2023-04-23,4440.91
Osun,South West,Small Cylinder (5KG),2023-05-23,3893.75
Osun,South West,Small Cylinder (5KG),2023-06-23,3596.153846153846
Oyo,South West,Small Cylinder (5KG),2019-01-01,1769.23076923077
Oyo,South West,Small Cylinder (5KG),2019-02-01,1812.5
Oyo,South West,Small Cylinder (5KG),2019-03-01,1789.41176470588
